gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,TenureCategory,EngagementScore,ContractRisk,FinancialPressure,Churn
Female,0,0,0,32,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),19.9,601.55,Medium-term,1,2,0.603030303030303,0
Female,0,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.35,139.25,New,1,2,23.45,0
Female,0,1,0,71,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.6,1888.25,Long-term,2,0,0.35555555555555557,0
Female,0,0,0,60,0,0,DSL,1,0,1,0,0,1,One year,1,Electronic check,44.45,2773.9,Long-term,3,1,0.728688524590164,0
Female,1,0,0,55,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,100.15,5409.75,Long-term,5,1,1.7883928571428573,0
Male,0,0,0,54,1,0,Fiber optic,1,1,0,1,1,1,One year,1,Credit card (automatic),105.4,5643.4,Long-term,6,1,1.9163636363636365,1
Male,0,0,0,2,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,95.85,197.7,New,4,2,31.95,1
Female,0,0,0,6,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,73.85,401.3,New,2,2,10.549999999999999,0
Female,0,1,1,48,1,0,DSL,1,1,1,0,0,1,Two year,1,Credit card (automatic),70.1,3238.4,Medium-term,5,0,1.430612244897959,0
Male,0,1,1,63,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,25.25,1573.05,Long-term,2,0,0.39453125,0
Male,0,0,0,1,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,79.15,79.15,New,3,2,39.575,1
Male,0,0,1,12,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),21.05,235.8,Short-term,1,2,1.6192307692307693,0
Male,1,1,0,54,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),24.95,1364.75,Long-term,0,2,0.4536363636363636,0
Female,0,1,1,30,1,0,DSL,0,0,1,1,1,0,One year,1,Electronic check,64.5,1985.15,Medium-term,4,1,2.0806451612903225,0
Female,0,1,0,30,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),19.65,655.85,Medium-term,1,2,0.6338709677419354,1
Female,0,0,0,4,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.0,303.15,New,2,2,15.8,1
Female,0,0,0,40,1,1,Fiber optic,0,0,1,1,1,1,One year,1,Credit card (automatic),105.95,4335.2,Medium-term,6,1,2.5841463414634145,0
Female,0,1,1,9,1,0,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Electronic check,75.85,647.5,Short-term,2,2,7.584999999999999,0
Female,0,1,1,17,1,0,Fiber optic,1,0,0,1,1,0,Month-to-month,0,Electronic check,91.85,1574.45,Short-term,4,2,5.102777777777778,1
Female,0,0,0,62,0,0,DSL,0,1,1,0,0,1,Two year,1,Credit card (automatic),43.6,2748.7,Long-term,3,0,0.692063492063492,0
Male,0,0,0,28,1,0,Fiber optic,0,1,0,1,1,0,One year,1,Bank transfer (automatic),91.25,2483.65,Medium-term,4,1,3.146551724137931,0
Female,0,0,0,70,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),89.75,6367.2,Long-term,8,0,1.2640845070422535,0
Female,0,0,0,46,1,0,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),104.4,4904.2,Medium-term,6,0,2.221276595744681,0
Female,0,1,0,23,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,0,Mailed check,90.15,2044.95,Short-term,4,2,3.75625,0
Male,0,1,1,47,0,0,DSL,1,0,1,1,0,0,One year,0,Electronic check,40.3,1794.8,Medium-term,3,1,0.8395833333333332,0
Male,0,1,1,68,1,0,Fiber optic,1,1,1,0,1,1,Two year,1,Bank transfer (automatic),105.25,7173.15,Long-term,6,0,1.5253623188405796,0
Female,1,0,0,60,1,1,Fiber optic,0,0,1,1,1,1,One year,1,Electronic check,106.0,6441.4,Long-term,6,1,1.7377049180327868,1
Female,0,0,1,67,1,1,Fiber optic,0,1,0,1,1,1,Two year,1,Electronic check,104.0,7039.05,Long-term,6,0,1.5294117647058822,0
Female,0,0,0,14,1,0,DSL,0,0,0,1,1,1,Month-to-month,1,Electronic check,69.65,921.4,Short-term,4,2,4.6433333333333335,0
Male,0,1,1,57,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.3,4018.35,Long-term,2,2,1.2810344827586206,0
Female,0,1,1,55,1,1,Fiber optic,1,0,0,0,1,1,One year,0,Mailed check,100.9,5448.6,Long-term,5,1,1.8017857142857143,0
Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.25,20.25,New,1,2,10.125,0
Male,0,0,1,1,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Mailed check,49.9,49.9,New,2,2,24.95,1
Male,0,0,0,23,1,1,Fiber optic,0,0,1,1,1,0,Month-to-month,1,Credit card (automatic),96.9,2085.45,Short-term,5,2,4.0375000000000005,0
Female,0,0,0,13,1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Electronic check,100.35,1358.85,Short-term,5,2,7.167857142857143,1
Male,0,1,0,47,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,104.1,5135.15,Medium-term,6,2,2.1687499999999997,0
Male,0,0,0,38,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.1,730.1,Medium-term,1,1,0.5153846153846154,0
Female,1,1,0,38,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),74.95,2869.85,Medium-term,2,2,1.9217948717948719,1
Female,1,0,0,2,1,1,DSL,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),56.55,118.25,New,3,2,18.849999999999998,0
Male,1,1,1,1,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Credit card (automatic),49.25,49.25,New,2,2,24.625,1
Male,0,1,0,15,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),68.6,1108.6,Short-term,1,2,4.2875,0
Female,0,0,0,26,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),69.05,1815.65,Medium-term,1,2,2.5574074074074074,0
Female,0,1,1,35,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.7,730.4,Medium-term,1,0,0.5472222222222222,0
Male,0,0,1,3,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.05,75.45,New,1,2,5.0125,0
Male,0,1,1,50,1,1,Fiber optic,0,1,0,1,1,1,Month-to-month,0,Electronic check,103.7,5071.05,Long-term,6,2,2.033333333333333,1
Male,0,1,0,42,1,1,Fiber optic,1,0,1,0,0,1,Month-to-month,1,Electronic check,94.4,4014.6,Medium-term,5,2,2.1953488372093024,0
Male,0,1,0,10,1,0,DSL,1,0,0,1,0,0,Month-to-month,1,Credit card (automatic),54.95,568.85,Short-term,3,2,4.995454545454546,0
Female,0,1,0,61,1,0,Fiber optic,1,1,0,1,0,1,One year,0,Bank transfer (automatic),93.7,5860.7,Long-term,5,1,1.511290322580645,0
Female,0,0,0,68,1,1,Fiber optic,1,1,0,1,1,1,Two year,0,Credit card (automatic),110.25,7279.35,Long-term,7,0,1.5978260869565217,0
Male,0,0,0,10,1,0,Fiber optic,1,0,1,0,1,1,One year,1,Electronic check,98.9,1064.95,Short-term,5,1,8.990909090909092,0
Male,0,1,0,65,1,1,Fiber optic,1,1,1,0,0,0,One year,0,Electronic check,89.75,5769.6,Long-term,5,1,1.3598484848484849,1
Female,0,1,1,72,1,0,DSL,1,0,1,1,1,1,Two year,1,Bank transfer (automatic),80.45,5886.85,Long-term,6,0,1.1020547945205479,0
Male,0,1,1,55,1,0,Fiber optic,0,1,0,1,0,0,Month-to-month,0,Electronic check,79.4,4238.45,Long-term,3,2,1.417857142857143,0
Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.3,20.3,New,1,2,10.15,1
Female,0,0,0,7,1,0,DSL,0,0,1,1,0,1,Month-to-month,0,Bank transfer (automatic),62.8,418.3,Short-term,4,2,7.85,0
Female,0,0,0,2,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,74.9,136.05,New,2,2,24.96666666666667,0
Female,0,0,0,9,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,74.85,708.2,Short-term,2,2,7.484999999999999,0
Male,0,0,1,27,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),25.85,788.55,Medium-term,2,0,0.9232142857142858,0
Male,1,1,0,7,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,101.95,700.85,Short-term,5,2,12.74375,1
Female,0,1,0,64,1,0,DSL,0,1,1,1,0,1,Two year,1,Mailed check,68.3,4378.8,Long-term,5,0,1.0507692307692307,0
Male,0,0,0,70,0,0,DSL,1,0,1,1,0,1,Two year,0,Bank transfer (automatic),48.4,3442.8,Long-term,4,0,0.6816901408450704,0
Male,1,0,0,2,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.0,181.7,New,4,2,31.333333333333332,1
Male,1,0,0,67,1,0,Fiber optic,1,1,0,1,1,1,Two year,1,Electronic check,105.05,7171.7,Long-term,6,0,1.5448529411764707,0
Female,0,0,0,45,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Credit card (automatic),89.3,4016.85,Medium-term,4,2,1.941304347826087,1
Female,0,0,0,24,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.15,553.0,Short-term,2,0,1.006,0
Male,0,1,1,4,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.5,96.85,New,1,0,3.9,0
Male,0,1,1,44,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),92.95,4122.9,Medium-term,4,2,2.0655555555555556,0
Female,0,1,1,72,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,20.7,1482.3,Long-term,1,0,0.28356164383561644,0
Female,0,0,0,1,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),74.3,74.3,New,2,2,37.15,1
Male,0,0,0,66,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.35,1240.8,Long-term,1,0,0.28880597014925374,0
Male,0,0,0,1,0,0,DSL,0,1,0,1,0,1,Month-to-month,1,Mailed check,44.65,44.65,New,3,2,22.325,1
Male,0,1,1,13,1,0,Fiber optic,1,0,0,0,0,1,Month-to-month,0,Electronic check,84.05,1095.3,Short-term,3,2,6.003571428571428,1
Male,0,0,0,10,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),80.7,788.8,Short-term,3,2,7.336363636363637,1
Male,1,1,0,65,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,104.35,6578.55,Long-term,6,2,1.581060606060606,0
Male,0,0,1,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.55,19.55,New,1,2,9.775,0
Male,0,1,1,38,1,0,DSL,1,1,1,1,1,0,One year,0,Electronic check,74.05,2802.3,Medium-term,6,1,1.8987179487179486,0
Male,0,0,1,23,0,0,DSL,1,0,1,1,0,0,Two year,0,Mailed check,40.1,857.75,Short-term,3,0,1.6708333333333334,0
Female,0,1,0,10,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.1,184.4,Short-term,1,1,1.8272727272727274,0
Male,0,0,1,4,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,101.7,364.55,New,5,2,20.34,1
Male,0,1,1,72,1,1,DSL,1,0,1,1,1,1,Two year,1,Credit card (automatic),83.55,6093.3,Long-term,7,0,1.1445205479452054,0
Female,0,1,0,35,1,0,DSL,0,1,0,1,0,0,Month-to-month,0,Electronic check,56.85,1861.1,Medium-term,3,2,1.5791666666666666,0
Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.4,20.4,New,1,2,10.2,1
Female,0,1,1,58,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.55,1079.65,Long-term,1,0,0.3313559322033898,0
Male,0,1,1,70,1,0,Fiber optic,0,1,1,1,1,1,One year,1,Electronic check,106.15,7475.1,Long-term,6,1,1.4950704225352114,0
Male,0,1,1,38,1,1,DSL,0,1,1,0,1,1,One year,0,Credit card (automatic),78.95,2862.55,Medium-term,6,1,2.0243589743589743,0
Female,0,1,1,60,0,0,DSL,0,1,0,0,1,1,Month-to-month,1,Electronic check,49.75,3069.45,Long-term,3,2,0.8155737704918032,0
Male,0,0,0,26,1,1,Fiber optic,1,1,0,0,1,0,Month-to-month,1,Credit card (automatic),92.4,2349.8,Medium-term,5,2,3.4222222222222225,0
Female,0,0,0,8,1,0,DSL,1,1,0,1,0,0,One year,0,Bank transfer (automatic),58.2,469.25,Short-term,4,1,6.466666666666667,0
Male,0,1,1,41,1,1,Fiber optic,0,0,1,1,1,1,One year,1,Electronic check,102.6,4213.35,Medium-term,6,1,2.4428571428571426,1
Female,1,1,0,36,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Credit card (automatic),91.95,3301.05,Medium-term,4,2,2.485135135135135,0
Male,1,0,0,54,1,0,DSL,0,0,1,1,0,1,One year,0,Bank transfer (automatic),65.25,3529.95,Long-term,4,1,1.1863636363636363,0
Male,0,1,1,71,1,1,Fiber optic,0,1,1,0,1,1,Two year,1,Bank transfer (automatic),106.0,7723.7,Long-term,6,0,1.4722222222222223,1
Female,0,0,0,55,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,73.1,4144.9,Long-term,2,2,1.3053571428571427,0
Female,0,0,0,72,1,1,DSL,1,1,0,0,0,0,Two year,0,Bank transfer (automatic),59.75,4265.0,Long-term,4,0,0.8184931506849316,0
Female,0,0,1,3,1,0,DSL,1,0,0,1,0,0,Month-to-month,1,Mailed check,55.1,154.65,New,3,2,13.775,1
Female,0,1,1,54,1,1,DSL,0,1,1,0,0,0,Two year,1,Bank transfer (automatic),59.8,3246.45,Long-term,4,0,1.0872727272727272,0
Male,0,1,1,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),116.6,8337.45,Long-term,8,0,1.5972602739726027,0
Male,0,0,0,52,1,1,Fiber optic,1,0,1,1,1,1,Two year,1,Electronic check,109.3,5731.4,Long-term,7,0,2.0622641509433963,0
Female,1,0,0,60,1,1,Fiber optic,1,0,0,0,1,1,One year,1,Bank transfer (automatic),101.4,6176.6,Long-term,5,1,1.6622950819672133,0
Female,0,0,0,39,0,0,DSL,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),50.65,1905.4,Medium-term,3,2,1.2662499999999999,0
Female,0,0,0,15,1,0,DSL,0,0,0,0,1,0,One year,0,Mailed check,56.15,931.9,Short-term,2,1,3.509375,0
Male,0,0,0,69,1,1,Fiber optic,0,0,1,1,1,1,Two year,1,Bank transfer (automatic),106.5,7348.8,Long-term,6,0,1.5214285714285714,1
Male,0,1,1,43,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,19.2,776.25,Medium-term,1,1,0.43636363636363634,0
Female,1,0,0,63,1,1,DSL,1,1,1,1,1,0,One year,0,Bank transfer (automatic),83.0,5243.05,Long-term,7,1,1.296875,0
Male,1,1,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.1,141.65,New,1,2,23.366666666666664,0
Female,0,1,1,72,1,0,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),108.3,7679.65,Long-term,7,0,1.4835616438356165,0
Female,0,1,1,32,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Bank transfer (automatic),91.05,2954.5,Medium-term,4,2,2.759090909090909,1
Male,0,1,1,40,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.25,1006.9,Medium-term,2,0,0.6158536585365854,0
Female,0,1,0,58,0,0,DSL,1,1,0,0,1,0,One year,1,Electronic check,45.35,2540.1,Long-term,3,1,0.7686440677966102,0
Male,0,0,0,67,0,0,DSL,1,0,0,1,1,0,Two year,0,Electronic check,43.9,3097.2,Long-term,3,0,0.6455882352941176,0
Female,1,1,0,51,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,77.5,3807.35,Long-term,3,2,1.4903846153846154,1
Male,0,1,0,31,1,1,DSL,0,0,1,1,1,1,One year,1,Mailed check,79.3,2484.0,Medium-term,6,1,2.478125,0
Male,1,1,0,69,1,1,Fiber optic,1,1,0,0,0,0,Month-to-month,1,Credit card (automatic),84.9,5785.65,Long-term,4,2,1.2128571428571429,0
Male,0,1,0,32,1,1,Fiber optic,0,0,0,1,0,0,One year,1,Electronic check,79.25,2619.15,Medium-term,3,1,2.4015151515151514,0
Female,0,0,0,21,1,0,DSL,1,1,0,1,1,0,Two year,0,Credit card (automatic),71.05,1524.85,Short-term,5,0,3.2295454545454545,0
Male,0,0,0,52,1,0,DSL,1,0,1,0,0,0,One year,0,Electronic check,53.75,2790.65,Long-term,3,1,1.0141509433962264,0
Female,0,1,1,72,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),24.25,1784.5,Long-term,2,0,0.3321917808219178,0
Female,0,1,0,72,0,0,DSL,0,1,1,0,1,1,Two year,1,Electronic check,54.2,3937.45,Long-term,4,0,0.7424657534246576,1
Male,0,1,1,52,0,0,DSL,1,0,1,0,0,1,One year,0,Bank transfer (automatic),44.25,2276.1,Long-term,3,1,0.8349056603773585,0
Female,0,0,0,41,1,0,DSL,0,0,0,1,0,0,One year,0,Bank transfer (automatic),50.05,2029.05,Medium-term,2,1,1.1916666666666667,0
Male,0,0,0,41,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.15,802.35,Medium-term,1,0,0.4797619047619047,0
Female,0,0,0,6,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,69.25,418.4,New,1,2,9.892857142857142,1
Male,0,1,1,67,1,1,DSL,1,1,1,1,0,0,One year,1,Credit card (automatic),69.35,4653.25,Long-term,6,1,1.0198529411764705,0
Female,0,1,1,16,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.35,275.9,Short-term,1,2,1.1382352941176472,0
Male,0,0,0,17,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.15,343.45,Short-term,1,0,1.0638888888888889,0
Male,0,1,0,35,1,0,DSL,1,1,1,0,0,0,Month-to-month,0,Mailed check,61.0,2130.45,Medium-term,4,2,1.6944444444444444,0
Female,0,1,1,58,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.5,1191.4,Long-term,1,0,0.3474576271186441,0
Male,0,0,0,1,1,0,DSL,0,0,1,0,0,0,Month-to-month,1,Electronic check,50.5,50.5,New,2,2,25.25,1
Male,0,1,1,52,0,0,DSL,0,1,1,1,1,0,Two year,0,Mailed check,50.2,2554.0,Long-term,4,0,0.9471698113207547,0
Female,0,0,0,70,1,0,DSL,1,0,1,1,1,1,Two year,0,Bank transfer (automatic),79.6,5589.45,Long-term,6,0,1.1211267605633801,0
Female,0,1,1,19,1,1,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),24.9,467.7,Short-term,2,0,1.2449999999999999,0
Male,1,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.4,74.4,New,2,2,37.2,1
Female,0,1,1,35,1,0,Fiber optic,1,0,1,1,1,1,Month-to-month,1,Electronic check,106.9,3756.45,Medium-term,6,2,2.9694444444444446,0
Female,0,0,0,32,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,101.35,3334.9,Medium-term,5,2,3.071212121212121,0
Female,0,1,1,17,1,0,DSL,1,0,0,1,0,0,Month-to-month,1,Credit card (automatic),55.35,920.5,Short-term,3,2,3.075,0
Female,0,1,1,67,1,0,DSL,0,1,0,0,0,0,One year,0,Credit card (automatic),50.55,3431.75,Long-term,2,1,0.7433823529411764,0
Female,0,0,0,9,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),19.5,150.35,Short-term,1,2,1.95,0
Male,0,0,1,31,1,1,DSL,0,1,0,1,1,1,One year,1,Mailed check,79.45,2587.7,Medium-term,6,1,2.4828125,1
Male,0,0,0,4,1,1,Fiber optic,1,0,0,0,1,0,Month-to-month,0,Electronic check,90.65,367.95,New,4,2,18.130000000000003,0
Male,1,1,1,58,1,1,Fiber optic,1,1,0,1,0,0,One year,1,Bank transfer (automatic),89.85,5125.75,Long-term,5,1,1.5228813559322032,0
Male,0,0,0,60,1,0,DSL,1,0,1,1,1,1,One year,0,Mailed check,79.0,4801.1,Long-term,6,1,1.2950819672131149,0
Male,0,0,0,58,1,1,Fiber optic,0,0,1,1,1,1,One year,1,Electronic check,104.65,6219.6,Long-term,6,1,1.773728813559322,1
Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.55,19.55,New,1,2,9.775,0
Female,0,1,1,27,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.9,550.1,Medium-term,1,0,0.7107142857142856,0
Male,1,1,1,66,1,1,Fiber optic,1,1,1,1,1,1,One year,1,Electronic check,116.25,7862.25,Long-term,8,1,1.7350746268656716,0
Male,0,0,0,15,1,1,Fiber optic,1,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),87.75,1242.2,Short-term,4,2,5.484375,0
Male,1,1,0,47,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,100.05,4871.05,Medium-term,5,2,2.084375,1
Female,0,0,0,41,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Credit card (automatic),81.3,3190.65,Medium-term,3,2,1.9357142857142857,0
Male,0,1,0,59,0,0,DSL,0,0,0,0,1,1,Month-to-month,1,Electronic check,44.3,2666.75,Long-term,2,2,0.7383333333333333,0
Female,0,0,1,50,1,0,Fiber optic,0,0,0,0,0,0,Two year,0,Credit card (automatic),70.35,3533.6,Long-term,1,0,1.3794117647058823,0
Male,0,1,1,17,0,0,DSL,1,0,1,0,1,0,One year,0,Credit card (automatic),44.45,792.15,Short-term,3,1,2.4694444444444446,0
Male,0,1,1,6,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,49.15,295.65,New,2,2,7.021428571428571,0
Male,1,1,0,51,0,0,DSL,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),29.45,1459.35,Long-term,1,2,0.5663461538461538,0
Male,0,0,0,44,1,0,Fiber optic,0,1,0,1,1,1,Month-to-month,0,Electronic check,100.55,4398.15,Medium-term,5,2,2.2344444444444442,1
Male,0,1,0,49,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Credit card (automatic),85.3,4297.95,Long-term,3,2,1.706,0
Male,0,0,0,2,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,0,Electronic check,95.65,167.3,New,4,2,31.883333333333336,1
Male,0,1,0,59,1,1,DSL,1,0,0,1,0,1,One year,1,Mailed check,69.1,4096.9,Long-term,5,1,1.1516666666666666,0
Male,1,0,0,50,1,1,DSL,1,1,0,0,1,0,Month-to-month,1,Bank transfer (automatic),70.35,3454.6,Long-term,5,2,1.3794117647058823,0
Female,0,1,1,59,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.6,1286.0,Long-term,1,0,0.3433333333333334,0
Male,0,0,0,18,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,74.15,1387.0,Short-term,2,2,3.9026315789473687,0
Male,0,0,0,10,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,75.05,786.3,Short-term,2,2,6.822727272727272,0
Male,0,1,0,14,1,0,DSL,0,0,0,0,0,0,One year,0,Electronic check,44.6,641.25,Short-term,1,1,2.9733333333333336,0
Male,0,0,0,35,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),21.45,705.45,Medium-term,1,0,0.5958333333333333,0
Male,0,1,1,8,1,0,DSL,0,0,0,0,0,0,One year,1,Mailed check,43.45,345.5,Short-term,1,1,4.827777777777778,0
Male,0,1,1,18,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),20.05,345.9,Short-term,1,1,1.055263157894737,0
Female,0,1,1,60,1,1,Fiber optic,1,1,0,0,1,0,One year,0,Bank transfer (automatic),94.15,5811.8,Long-term,5,1,1.5434426229508198,0
Female,0,0,0,1,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,0,Electronic check,94.4,94.4,New,4,2,47.2,1
Female,0,0,0,6,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.55,124.45,New,1,0,2.792857142857143,0
Female,0,0,1,19,1,1,DSL,1,1,0,1,1,0,Month-to-month,1,Mailed check,75.9,1375.6,Short-term,6,2,3.7950000000000004,0
Male,0,1,1,53,1,1,DSL,1,1,0,1,0,0,One year,0,Bank transfer (automatic),64.15,3491.55,Long-term,5,1,1.187962962962963,0
Male,1,1,0,72,1,1,Fiber optic,1,1,1,0,1,1,Two year,1,Bank transfer (automatic),109.55,7920.7,Long-term,7,0,1.5006849315068493,0
Female,0,1,0,60,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Credit card (automatic),110.8,6640.7,Long-term,7,0,1.8163934426229509,0
Female,0,0,0,1,1,0,DSL,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),55.0,55.0,New,2,2,27.5,1
Female,0,0,1,13,1,0,DSL,0,0,1,1,0,0,Month-to-month,0,Mailed check,53.45,718.1,Short-term,3,2,3.817857142857143,0
Female,0,1,1,5,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),69.95,320.4,New,1,2,11.658333333333333,0
Male,0,0,0,1,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,101.45,101.45,New,5,2,50.725,1
Male,0,1,1,13,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,0,Electronic check,97.0,1334.45,Short-term,4,2,6.928571428571429,0
Male,0,0,0,37,1,1,DSL,1,1,1,1,1,1,One year,1,Bank transfer (automatic),90.6,3358.65,Medium-term,8,1,2.384210526315789,0
Male,0,1,0,64,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Mailed check,73.55,4764.0,Long-term,2,2,1.1315384615384616,0
Female,0,1,0,5,1,1,DSL,0,0,1,1,1,0,Month-to-month,0,Bank transfer (automatic),67.95,350.3,New,5,2,11.325000000000001,1
Female,0,1,0,61,1,1,Fiber optic,0,1,0,1,0,1,Two year,1,Bank transfer (automatic),94.35,5703.0,Long-term,5,0,1.521774193548387,0
Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.5,69.5,New,1,2,34.75,1
Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,18.85,18.85,New,1,2,9.425,1
Male,0,0,0,26,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.4,525.55,Medium-term,1,1,0.7185185185185184,0
Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.2,69.2,New,1,2,34.6,1
Male,0,1,0,24,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.75,483.15,Short-term,1,0,0.79,0
Male,0,1,0,17,0,0,DSL,0,0,1,1,1,1,One year,0,Electronic check,54.6,934.8,Short-term,4,1,3.033333333333333,0
